,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
86,UCNZ,"World-class learning, teaching and research. Ōtautahi Christchurch based with a global outlook. Our people are known for making a difference. Est. 16 June 1873.","Christchurch, Canterbury, NZ",2276,10629,8958,3,"Te Whare Wānanaga o Waitaha @UCNZ is seeking a permanent, full-time Lecturer post in the discipline of Psychology in Te Kura Mahi ā-Hirikapo. Expertise in climate change communication, behaviour change, and/or environmental sustainability is desirable. https://t.co/HExKDBOWXz",[]
87,AdrianaHamu,"Canadian of Brazilian/Ukrainian background. Nerd for human rights, especially climate change as mother of human rights issues. Obsessed w/ Ukraine since 2014.","Toronto, Ontario",1406,955,12905,84,"lilia humyanova,
a journalist and lecturer in journalism. she was managing the bomb shelter in a mariupol theater and died with hundreds of other people in it when russian fascists bombed it https://t.co/OMOWK1BlGK",[]
88,qutlibrary,QUT Library provides learning & research support to students and staff. We tweet in office hours. Please call or chat for immediate help.,Brisbane,1014,4058,5426,4,Today is #QldDay! We’re helping preserve #Qldhistory through the #QUT Digital Collections – a public repository that includes amazing historic photos donated by #QUTEducation lecturer Dr Lyndal O’Gorman. They were taken by her grandad &amp; mum: https://t.co/TsGTMYbaJG @qutlibrary https://t.co/D1q2OHZFvs,"['QldDay', 'Qldhistory', 'QUT']"
89,matchaporeper,homophobic dni,shutt,75,11,3639,422,"— markhyuck some tweets au
from lecturer universe

; Dedek Bayi https://t.co/3BQcOLz4Ci",[]
90,plani_gal,Postdoc @QUT & @WAMuseum | Research Scientist @Science_DBCA | Dasyurids | Taxonomy | Genetics | @AusMammals council | @WAGouldLeague VP.,"Whadjuk country, Perth WA",481,496,898,21,"Job alert: Lecturer in Animal Behaviour at Flinders University Adelaide, please retweet https://t.co/adJlb12u1G https://t.co/XYryG1WT1e",[]
91,OutbackEco,"@OutbackEco = Australian ecology. Curated by @RichardMcLellan Sharing research, articles, etc. from Oz ecologists. #WildOz #ecology",Australia,3743,5897,101333,21,"Job alert: Lecturer in Animal Behaviour at Flinders University Adelaide, please retweet https://t.co/adJlb12u1G https://t.co/XYryG1WT1e",[]
92,cdesetfree,"Politics/
Human Rights/
Nurses' Rights/Chikomba District","Harare,Zimbabwe",4000,72724,61228,212,"The Njanja Community joins Zimbabwe in mourning e sad loss of Alex Magaisa. Death has robbed us of our Son of e Soil. An academic,lecturer,democracy advocate. We are poorer without him. Condolences to e Magaisa Family,The Chikomba Community and all Zimbabweans.😭@KentLawSchool https://t.co/546GxsHhnB",[]
93,EarthMother60,We must persist in our fight to stop fascism #EndPutinsGOP #Equality4All #BLM #Medicare4All #UniteBlue #Resist It's a messed up world but I love it anyway💙🗽🌈,United States,12958,11976,193424,84,"lilia humyanova,
a journalist and lecturer in journalism. she was managing the bomb shelter in a mariupol theater and died with hundreds of other people in it when russian fascists bombed it https://t.co/OMOWK1BlGK",[]
94,aabbccddeff__,Yuk,,318,36,8403,422,"— markhyuck some tweets au
from lecturer universe

; Dedek Bayi https://t.co/3BQcOLz4Ci",[]
95,terfysocialist,"socialist, gender critical, anti-NATO, no war with Russia. I also like cats and college football.",,337,80,3029,237,"'If Stella Creasy is denying me from using the word female, it's up to her to explain how we can have this debate'

Senior Lecturer in Philosophy Jon Pike discusses his response to Labour MP Stella Creasy saying that a woman can have a penis.

📺 Freeview 236, Sky 515, Virgin 626 https://t.co/7hD9GMcAwK",[]
96,b_bkk31,#CLC #BTOB #호원라인 #โอมนนนเป็นม๋าใหญ่เหมียวเร้ก,12/02/19clc1stwin รอบทบ.ครบ7,100,274,95104,56,"A little reminder that Seungyeon will be the special lecturer at Yeonsung University Kpop and Dance Department TOMORROW !!

#CLC #장승연 #씨엘씨 @CUBECLC
https://t.co/DLngTlg4cM",[]
97,dtgwynne,"Sexethologist of gender fluid insects, 🦗🦟 seminal gifts (sex diff theory). Filton Church Baby Show win ‘52; IgNobel 2011; Seminal Contribution Award 2014",University of Toronto,201,367,5247,21,"Job alert: Lecturer in Animal Behaviour at Flinders University Adelaide, please retweet https://t.co/adJlb12u1G https://t.co/XYryG1WT1e",[]
98,ShalalaLoona,Kep1er Doublast and Loona Fl¡p That in stores June 20th!!!!,22-She/Her-Black,381,178,19645,56,"A little reminder that Seungyeon will be the special lecturer at Yeonsung University Kpop and Dance Department TOMORROW !!

#CLC #장승연 #씨엘씨 @CUBECLC
https://t.co/DLngTlg4cM",[]
99,AnnaWil39236079,"Biological scientist loving growing a forest ranging from river blue gum and she oak, dry rainforest and spotty gum, iron bark and Moreton Bay ash woodland.",SE Qld Australia,662,173,1500,21,"Job alert: Lecturer in Animal Behaviour at Flinders University Adelaide, please retweet https://t.co/adJlb12u1G https://t.co/XYryG1WT1e",[]
